title,speaker,calling,calling_original,year,season,url
"3 The Salt Lake Tabernacle Choir, under the leadership of...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
My heart is full of gratitude beyond my power to...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
5 Women carded and spun the wool and wove the...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"7 with combustibles, were made to stand upon the walls,...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"9 ""After I had retired to the place where I...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"11 Priesthood which was later conferred as promised, the fulness...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"13 coming down from God out of heaven, prepared as...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
In spite of my efforts at self-control I have been...,Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,April,https://archive.org/details/conferencereport1930a
"15 principal city ; Chaldea, of which Babylon was the...",Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,April,https://archive.org/details/conferencereport1930a
17 that Babylon should become as Sodom and Gomorrah and...,Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,April,https://archive.org/details/conferencereport1930a
19 Paraphrasing the words of Abraham Lincoln : Let every...,Anthony W. Ivins,President Anthony W. Ivins,President Anthony W. Ivins,1930,April,https://archive.org/details/conferencereport1930a
Rudger Clawson COUNCIL OF THE TWELVE APOSTLES Rudger Clawson Reed...,Of The Council Of The Twelve Apostles President Heber J. Grant First Presidency,President Of The Council Of The Twelve Apostles President Heber J. Grant First Presidency,President Of The Council Of The Twelve Apostles President Heber J. Grant First Presidency,1930,April,https://archive.org/details/conferencereport1930a
21 PRESIDING PATRIARCH Hyrum G. Smith The Counselors in the...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"We have received many telegrams of congratulation on this occasion,...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
23 I pray the blessings of the Lord upon the...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"25 the truth, that has come home to announce the...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"In looking over this vast congregation, composed largely of the...",Charles W. Nibley,President Charles W. Nibley,President Charles W. Nibley,1930,April,https://archive.org/details/conferencereport1930a
My brethren and sisters : This is an historic occasion.,Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,April,https://archive.org/details/conferencereport1930a
"33 the work of the Lord in our own time,...",Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,April,https://archive.org/details/conferencereport1930a
"An original dramatic poem, written especially for this occasion, will...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"Nor all my ministries on Western shores, Nor all my...",Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,April,https://archive.org/details/conferencereport1930a
"But why waste words upon those recreant Jews, Those pseudo...",Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,April,https://archive.org/details/conferencereport1930a
Why 'twas thy hand the instrument became Of purpose heaven-ordained...,Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,April,https://archive.org/details/conferencereport1930a
Of the First Council of Seventy My dear brethren and...,B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,April,https://archive.org/details/conferencereport1930a
43 those who have made possible the production of my...,B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,April,https://archive.org/details/conferencereport1930a
45 Nothing. more true was ever said of Mormonism than...,B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,April,https://archive.org/details/conferencereport1930a
47 may become wholly dry ; then the river springs...,B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,April,https://archive.org/details/conferencereport1930a
"49 of Zion, the salvation of men, the redemption of...",B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,April,https://archive.org/details/conferencereport1930a
The bouquet of beautiful flowers to my left was sent...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
I had hoped yesterday to have time to read a...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"51 Commissioner of Agriculture, to represent Wyoming upon this auspicious...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"Presiding Bishop of the Church I rejoice, my brethren and...",Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,April,https://archive.org/details/conferencereport1930a
"53 homestead of Peter Whitmer, in the township of Fayette,...",Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,April,https://archive.org/details/conferencereport1930a
55 Wisdom on the part of the Latter-day Saints? I...,Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,April,https://archive.org/details/conferencereport1930a
57 observance of these divine instructions? Those who are married...,Sylvester Q. Cannon,Elder Sylvester Q. Cannon,Elder Sylvester Q. Cannon,1930,April,https://archive.org/details/conferencereport1930a
President Heber J. Grant read the following letter and message...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"59 succeeding ages, and was never more vital than at...",Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1930,April,https://archive.org/details/conferencereport1930a
61 the Gospel of the Lord Jesus Christ set forth...,Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1930,April,https://archive.org/details/conferencereport1930a
Of the First Council of Seventy I am very grateful...,Jonathan G. Kimball,Elder Jonathan G. Kimball,Elder Jonathan G. Kimball,1930,April,https://archive.org/details/conferencereport1930a
"63 and mothers, and the faith of our ancestors ;...",Jonathan G. Kimball,Elder Jonathan G. Kimball,Elder Jonathan G. Kimball,1930,April,https://archive.org/details/conferencereport1930a
I am honored this morning in being permitted to worship...,George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1930,April,https://archive.org/details/conferencereport1930a
69 up the hands of the servant of the Lord...,George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1930,April,https://archive.org/details/conferencereport1930a
Of the First Council of Seventy My heart has been...,Rulon S. Wells,Elder Rulon S. Wells,Elder Rulon S. Wells,1930,April,https://archive.org/details/conferencereport1930a
At a time when Moses was caught up into an...,George F. Richards Meaning Of Immortality,Elder George F. Richards Meaning Of Immortality,Elder George F. Richards Meaning Of Immortality,1930,April,https://archive.org/details/conferencereport1930a
73 Immortality and eternal life as here used by the...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1930,April,https://archive.org/details/conferencereport1930a
75 men and women scattered throughout the various nations of...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1930,April,https://archive.org/details/conferencereport1930a
"77 And the words of the Savior: ""O Jerusalem, Jerusalem,...",George F. Richards,Elder George F. Richards,Elder George F. Richards,1930,April,https://archive.org/details/conferencereport1930a
Of the Presiding Bishopric I had hoped my turn to...,David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,April,https://archive.org/details/conferencereport1930a
85 the use of hot soup. I told him provision...,David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,April,https://archive.org/details/conferencereport1930a
87 I have not seen God but I have felt...,David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,April,https://archive.org/details/conferencereport1930a
You may not be aware of the fact that for...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"I feel, my brethren and sisters, that I need your...",Joseph Fielding Smith,Elder Joseph Fielding Smith,Elder Joseph Fielding Smith,1930,April,https://archive.org/details/conferencereport1930a
"The dominant feeling in my heart, my soul, is and...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1930,April,https://archive.org/details/conferencereport1930a
95 given to mankind more than the world had before?...,James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1930,April,https://archive.org/details/conferencereport1930a
"97 a covenant people upon the earth, others shall come...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1930,April,https://archive.org/details/conferencereport1930a
"I thank God, my Heavenly Father, for this glorious occasion.",Stephen L. Richards,Elder Stephen L. Richards,Elder Stephen L. Richards,1930,April,https://archive.org/details/conferencereport1930a
If this were a picture show or an entertainment of...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"109 They were shot in Carthage jail, on the 27th...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"111 The chorus sang ""The Lord hath done marvelous things,""...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
We never seem to have all the time that we...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"President of the Central States Mission I am very happy,...",Samuel O. Bennion,Elder Samuel O. Bennion,Elder Samuel O. Bennion,1930,April,https://archive.org/details/conferencereport1930a
President of the Southern States Mission One of the great...,Charles A. Callis,Elder Charles A. Callis,Elder Charles A. Callis,1930,April,https://archive.org/details/conferencereport1930a
"113 all, even God, sweat great drops of blood, that...",Charles A. Callis,Elder Charles A. Callis,Elder Charles A. Callis,1930,April,https://archive.org/details/conferencereport1930a
1 President of the Northwestern States Mission Three clays hence...,William R. Sloan,Elder William R. Sloan,Elder William R. Sloan,1930,April,https://archive.org/details/conferencereport1930a
"115 women, all standing on their feet, faces toward the...",William R. Sloan,Elder William R. Sloan,Elder William R. Sloan,1930,April,https://archive.org/details/conferencereport1930a
President of the Northern States Mission My dear brethren and...,Noah S. Pond,Elder Noah S. Pond,Elder Noah S. Pond,1930,April,https://archive.org/details/conferencereport1930a
"117 brethren of bishoprics, high councils and stake presidencies, for...",Noah S. Pond,Elder Noah S. Pond,Elder Noah S. Pond,1930,April,https://archive.org/details/conferencereport1930a
President of the Western States Mission It is a great...,Elias S. Woodruff,Elder Elias S. Woodruff,Elder Elias S. Woodruff,1930,April,https://archive.org/details/conferencereport1930a
President of the Eastern States Mission In view of the...,James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,April,https://archive.org/details/conferencereport1930a
"119 converts who are not being baptized. Intelligent, influential men...",James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,April,https://archive.org/details/conferencereport1930a
121 the fear that he was drifting away from the...,James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,April,https://archive.org/details/conferencereport1930a
123 true ; and if ye shall askj with a...,James H. Moyle,Elder James H. Moyle,Elder James H. Moyle,1930,April,https://archive.org/details/conferencereport1930a
President of the East Central States Mission I hope that...,Miles L. Jones,Elder Miles L. Jones,Elder Miles L. Jones,1930,April,https://archive.org/details/conferencereport1930a
"125 received the literature, and that his secretary had already...",Miles L. Jones,Elder Miles L. Jones,Elder Miles L. Jones,1930,April,https://archive.org/details/conferencereport1930a
"Of the First Council of Seventy, and President of the...",Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,April,https://archive.org/details/conferencereport1930a
127 among Book of Mormon people. There is no book...,Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,April,https://archive.org/details/conferencereport1930a
129 I found that in the absence of your sons...,Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,April,https://archive.org/details/conferencereport1930a
"President of the North Central States Mission Very humbly, my...",Arthur Welling,Elder Arthur Welling,Elder Arthur Welling,1930,April,https://archive.org/details/conferencereport1930a
131 emphasis of the plea that the other brethren have...,Arthur Welling,Elder Arthur Welling,Elder Arthur Welling,1930,April,https://archive.org/details/conferencereport1930a
An old darkey minister was about to address a congregation.,Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,April,https://archive.org/details/conferencereport1930a
"135 A TYPICAL INSTANCE I will cite one instance, as...",Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,April,https://archive.org/details/conferencereport1930a
Of the First Council of Seventy and President of the...,Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,April,https://archive.org/details/conferencereport1930a
137 Along the same line Lord Brougham in his argument...,Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,April,https://archive.org/details/conferencereport1930a
"139 ""Have I not hideous death within my view, Retaining...",Charles H. Hart,Elder Charles H. Hart,Elder Charles H. Hart,1930,April,https://archive.org/details/conferencereport1930a
Who can imagine an event more romantic than for a...,Richad R. Lyman The Result Of A Boy'S Appeal,Elder Richad R. Lyman The Result Of A Boy'S Appeal,Elder Richad R. Lyman The Result Of A Boy'S Appeal,1930,April,https://archive.org/details/conferencereport1930a
"143 save skill, talent, and genius from going to waste,...",Richard R. Lyman,Elder Richard R. Lyman,Elder Richard R. Lyman,1930,April,https://archive.org/details/conferencereport1930a
The first organization of our women ifi the United States...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
President of the Relief Societies of the Church My brethren...,Louise Y. Robison,Sister Louise Y. Robison,Sister Louise Y. Robison,1930,April,https://archive.org/details/conferencereport1930a
145 our homes in such a way that our children...,Louise Y. Robison,Sister Louise Y. Robison,Sister Louise Y. Robison,1930,April,https://archive.org/details/conferencereport1930a
President of the Young Ladies' Mutual Improvement Association My dear...,Ruth May Fox,Sister Ruth May Fox,Sister Ruth May Fox,1930,April,https://archive.org/details/conferencereport1930a
President of the Primary Association It is with great humility...,May Anderson,Sister May Anderson,Sister May Anderson,1930,April,https://archive.org/details/conferencereport1930a
147 that the programs of the Primary Association will give...,May Anderson,Sister May Anderson,Sister May Anderson,1930,April,https://archive.org/details/conferencereport1930a
I am delighted to say that we have associated with...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
Commissioner of Education My brethren and sisters : Unlike nearly...,Joseph F. Merrill,Elder Joseph F. Merrill,Elder Joseph F. Merrill,1930,April,https://archive.org/details/conferencereport1930a
The work of gathering statistics and recording history is of...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
149 great labor that Brother Roberts has performed in compiling...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
Assistant Church Historian My brethren and sisters : I have...,Andrew Jenson,Elder Andrew Jenson,Elder Andrew Jenson,1930,April,https://archive.org/details/conferencereport1930a
"151 in the north to Mexico in the south, besides...",Andrew Jenson,Elder Andrew Jenson,Elder Andrew Jenson,1930,April,https://archive.org/details/conferencereport1930a
I very much appreciate the audience we have here today.,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"About one year after the organization of the Church, in...",Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,April,https://archive.org/details/conferencereport1930a
"155 mob violence, and difficulties, the like of which perhaps...",Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,April,https://archive.org/details/conferencereport1930a
157 nor is it the spirit of the democracy of...,Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,April,https://archive.org/details/conferencereport1930a
Of the First Council of Seventy and President of the...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1930,April,https://archive.org/details/conferencereport1930a
161 them wisdom in council and valor in the field....,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1930,April,https://archive.org/details/conferencereport1930a
163 will say for her benefit that the Latter-day Saints...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
167 one hundred thousand members; that we have in our...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
The Young Men's Mutual Improvement Associations are presided over by...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
My brethren and sisters : I regret very much that...,George D. Pyper,Elder George D. Pyper,Elder George D. Pyper,1930,April,https://archive.org/details/conferencereport1930a
169 further the cause of truth they are happy in...,George D. Pyper,Elder George D. Pyper,Elder George D. Pyper,1930,April,https://archive.org/details/conferencereport1930a
My beloved brethren and sisters : I presume it is...,Willard Young,Elder Willard Young,Elder Willard Young,1930,April,https://archive.org/details/conferencereport1930a
We will now hear from Elder Junius F.,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
Assistant Church Historian Necessarily what I shall say must be...,Junius F. Wells,Elder Junius F. Wells,Elder Junius F. Wells,1930,April,https://archive.org/details/conferencereport1930a
"171 to name the number of Seventies, but I have...",Junius F. Wells,Elder Junius F. Wells,Elder Junius F. Wells,1930,April,https://archive.org/details/conferencereport1930a
I regret beyond expression that we have no more time left.,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
Of the Presiding Bishopric I have been deeply impressed with...,John Wells,Elder John Wells,Elder John Wells,1930,April,https://archive.org/details/conferencereport1930a
173 The Gospel he taught has been restored in these...,John Wells,Elder John Wells,Elder John Wells,1930,April,https://archive.org/details/conferencereport1930a
We would all be disappointed if we did not have...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"Presiding Patriarch of the Church I am very grateful, my...",Hyrum G. Smith,Elder Hyrum G. Smith,Elder Hyrum G. Smith,1930,April,https://archive.org/details/conferencereport1930a
"175 missionaries, both men and women, wherever they are called...",Hyrum G. Smith,Elder Hyrum G. Smith,Elder Hyrum G. Smith,1930,April,https://archive.org/details/conferencereport1930a
"""President Heber J.",Heber J. Grant Report Of Auditing Committee,President Heber J. Grant Report Of Auditing Committee,President Heber J. Grant Report Of Auditing Committee,1930,April,https://archive.org/details/conferencereport1930a
"I desire, on behalf of the Presidency and the General...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
It is my sincere desire that I shall make a...,Alonzo A. Hinckley,Elder Alonzo A. Hinckley,Elder Alonzo A. Hinckley,1930,April,https://archive.org/details/conferencereport1930a
I had hoped that during our conference we would have...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"183 ""Were all of his statements received at one hundred...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
185 PLURAL MARRIAGE The statement about every Mormon having from...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
"187 hill out near where the Catholic cathedral now stands,...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
189 It is only fair to say to our friends...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
191 cheerfully to a martyr's death. When he surrendered his...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,April,https://archive.org/details/conferencereport1930a
It is always a pleasure to me to meet with...,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
"7 listening in by means of the radio, at home...",Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
President of the Southern States Mission Brethren and sisters :...,Charles A. Callis,Elder Charles A. Callis,Elder Charles A. Callis,1930,October,https://archive.org/details/conferencereport1930sa
15 inspire us with the loftiest ideals and devoted service...,Charles A. Callis,Elder Charles A. Callis,Elder Charles A. Callis,1930,October,https://archive.org/details/conferencereport1930sa
I need scarcely say to you that it is indeed...,Arthur Winter,Elder Arthur Winter,Elder Arthur Winter,1930,October,https://archive.org/details/conferencereport1930sa
"17 However, there is one serious drawback to it all,...",Arthur Winter,Elder Arthur Winter,Elder Arthur Winter,1930,October,https://archive.org/details/conferencereport1930sa
"Of the First Council of Seventy St. Paul said: ""For...",B. H. Roberts,Elder B. H. Roberts,Elder B. H. Roberts,1930,October,https://archive.org/details/conferencereport1930sa
"23 The hymn, '""How Firm a Foundation, Ye Saints of...",Joseph Fielding Smith,Elder Joseph Fielding Smith,Elder Joseph Fielding Smith,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles I hope and...,Joseph Fielding Smith,Elder Joseph Fielding Smith,Elder Joseph Fielding Smith,1930,October,https://archive.org/details/conferencereport1930sa
Of the First Council of Seventy and President of the...,Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,October,https://archive.org/details/conferencereport1930sa
27 going off either to the right or to the...,Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,October,https://archive.org/details/conferencereport1930sa
"29 I bear you my witness, my brethren and sisters,...",Rey L. Pratt,Elder Rey L. Pratt,Elder Rey L. Pratt,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles Our twelfth Article...,Richard R. Lyman,Elder Richard R. Lyman,Elder Richard R. Lyman,1930,October,https://archive.org/details/conferencereport1930sa
31 It is my intention to request those candidates for...,Richard R. Lyman,Elder Richard R. Lyman,Elder Richard R. Lyman,1930,October,https://archive.org/details/conferencereport1930sa
33 Compared with the period before the present laws were...,Richard R. Lyman,Elder Richard R. Lyman,Elder Richard R. Lyman,1930,October,https://archive.org/details/conferencereport1930sa
"35 ""Any employee found using intoxicating liquor — either during...",Richard R. Lyman,Elder Richard R. Lyman,Elder Richard R. Lyman,1930,October,https://archive.org/details/conferencereport1930sa
President of the W estern States Mission It is a...,Elias S. Woodruff,Elder Elias S. Woodruff,Elder Elias S. Woodruff,1930,October,https://archive.org/details/conferencereport1930sa
43 countenance was beautiful to behold. When Elder Tenney closed...,Elias S. Woodruff,Elder Elias S. Woodruff,Elder Elias S. Woodruff,1930,October,https://archive.org/details/conferencereport1930sa
"Of the Council of the Twelve Apostles , liberty's perfect...",Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,October,https://archive.org/details/conferencereport1930sa
47 down from the dubious past — what God said...,Orson F. Whitney,Elder Orson F. Whitney,Elder Orson F. Whitney,1930,October,https://archive.org/details/conferencereport1930sa
"Of the Council of the Twelve Apostles Ninety-nine years ago,...",Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,October,https://archive.org/details/conferencereport1930sa
49 the hearts of the children of men in all...,Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,October,https://archive.org/details/conferencereport1930sa
"51 original corner, and he came to get his pay...",Melvin J. Ballard,Elder Melvin J. Ballard,Elder Melvin J. Ballard,1930,October,https://archive.org/details/conferencereport1930sa
53 As we enter into this second great period of...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles Anticipating an invitation...,George F. Richards,Elder George F. Richards,Elder George F. Richards,1930,October,https://archive.org/details/conferencereport1930sa
Of the First Council of Seventy I intend to be...,J. Golden Kimball,Elder J. Golden Kimball,Elder J. Golden Kimball,1930,October,https://archive.org/details/conferencereport1930sa
61 remarkable prediction was the unexpected advent of the gold-hunters...,J. Golden Kimball,Elder J. Golden Kimball,Elder J. Golden Kimball,1930,October,https://archive.org/details/conferencereport1930sa
"First Counselor in the Presiding Bishopric After one hundred years,...",David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,October,https://archive.org/details/conferencereport1930sa
"63 ""And when he was come unto his own country,...",David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,October,https://archive.org/details/conferencereport1930sa
65 I could mention many such experiences. My brethren and...,David A. Smith,Elder David A. Smith,Elder David A. Smith,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles I trust that...,George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1930,October,https://archive.org/details/conferencereport1930sa
"67 ""And Jesus answered and spake unto them again by...",George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1930,October,https://archive.org/details/conferencereport1930sa
"69 examples to all the world, for the humble among...",George Albert Smith,Elder George Albert Smith,Elder George Albert Smith,1930,October,https://archive.org/details/conferencereport1930sa
I failed to read one brief statement of statistics in my opening remarks.,Heber J. Grant,President Heber J. Grant,President Heber J. Grant,1930,October,https://archive.org/details/conferencereport1930sa
"Of the Council of the Twelve Apostles ""For behold, my...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1930,October,https://archive.org/details/conferencereport1930sa
"71 to the people whose leader he was, commissioned and...",James E. Talmage,Elder James E. Talmage,Elder James E. Talmage,1930,October,https://archive.org/details/conferencereport1930sa
"73 PRESENT DAY APPLICATION Ancient history, you say, yes but...",James E. T Aim Age,Elder James E. T Aim Age,Elder James E. T Aim Age,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles My brethren and...,Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,October,https://archive.org/details/conferencereport1930sa
"77 SAVING PRINCIPLES Now, God is a pure and holy...",Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,October,https://archive.org/details/conferencereport1930sa
"79 mortal man, or a mortal woman, has entered into...",Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,October,https://archive.org/details/conferencereport1930sa
"81 speaking, but not enough time to hear from all....",Rudger Clawson,President Rudger Clawson,President Rudger Clawson,1930,October,https://archive.org/details/conferencereport1930sa
Second Counselor in the Presiding Bishopric I have been blessed...,John Wells,Elder John Wells,Elder John Wells,1930,October,https://archive.org/details/conferencereport1930sa
83 on the people in Utah. A table had been...,John Wells,Elder John Wells,Elder John Wells,1930,October,https://archive.org/details/conferencereport1930sa
Of the First Council of Seventy When the Gospel of...,Rulon S. Wells,Elder Rulon S. Wells,Elder Rulon S. Wells,1930,October,https://archive.org/details/conferencereport1930sa
85 spoken again and restored that Gospel which has within...,Rulon S. Wells,Elder Rulon S. Wells,Elder Rulon S. Wells,1930,October,https://archive.org/details/conferencereport1930sa
87 as a means of spiritual growth and with clean...,Rulon S. Wells,Elder Rulon S. Wells,Elder Rulon S. Wells,1930,October,https://archive.org/details/conferencereport1930sa
Of the First Council of Seventy and President of the...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1930,October,https://archive.org/details/conferencereport1930sa
89 It teaches us that the way of true life...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1930,October,https://archive.org/details/conferencereport1930sa
"91 And on the inward vision, close the eyes; But...",Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1930,October,https://archive.org/details/conferencereport1930sa
Of the Council of the Twelve Apostles I want to...,Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1930,October,https://archive.org/details/conferencereport1930sa
"93 of the earth, bearing testimony that God has revealed...",Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1930,October,https://archive.org/details/conferencereport1930sa
95 BLESSINGS THROUGH OBEDIENCE The greatest gift of God is...,Reed Smoot,Elder Reed Smoot,Elder Reed Smoot,1930,October,https://archive.org/details/conferencereport1930sa
'Second Counselor in the Eirst Presidency I rejoice in the...,Charles W. Nibley,President Charles W. Nibley,President Charles W. Nibley,1930,October,https://archive.org/details/conferencereport1930sa
97 Whoever can do anything in the way of providing...,Charles W. Nibley,President Charles W. Nibley,President Charles W. Nibley,1930,October,https://archive.org/details/conferencereport1930sa
