title,speaker,calling,calling_original,year,season,url
Of the First Council of the Seventy President McKay and...,Levi Edgar Young,Elder Levi Edgar Young,Elder Levi Edgar Young,1957,April,https://archive.org/details/conferencereport1957a
"29 afraid; say unto the cities of Judah, Behold your...",Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1957,April,https://archive.org/details/conferencereport1957a
Second Counselor in the Presiding Bishopric w \y dear brethren...,Carl W. Buehner,Bishop Carl W. Buehner,Bishop Carl W. Buehner,1957,April,https://archive.org/details/conferencereport1957a
31 Heavenly Father when we leave here. I would like...,Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1957,April,https://archive.org/details/conferencereport1957a
"Of the Council of the Twelve Apostles 1am deeply appreciative,...",Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1957,April,https://archive.org/details/conferencereport1957a
"33 which the Spirit offers, that which the Spirit would...",Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1957,April,https://archive.org/details/conferencereport1957a
"35 The choir will now sing ""How Lovely Is Thy...",Henry D. Moyle,Elder Henry D. Moyle,Elder Henry D. Moyle,1957,April,https://archive.org/details/conferencereport1957a
Second Counselor in the First Presidency M :Y brothers and...,"J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1957,April,https://archive.org/details/conferencereport1957a
"47 Gerry (Massachusetts) was later VicePresident of the United States,...","J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1957,April,https://archive.org/details/conferencereport1957a
"53 The Chorus and congregation, accompanied by the Bonneville Strings,...",Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles My beloved brethren...,Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1957,April,https://archive.org/details/conferencereport1957a
55 with about 9 billion dollars only fifteen years earlier....,Ezra Taft Benson,Elder Ezra Taft Benson,Elder Ezra Taft Benson,1957,April,https://archive.org/details/conferencereport1957a
57 Pay your debts ... do not run into debt...,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1957,April,https://archive.org/details/conferencereport1957a
Of the First Council of the Seventy My dear brethren...,Milton R. Hunter,Elder Milton R. Hunter,Elder Milton R. Hunter,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles IN his remarks...,Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1957,April,https://archive.org/details/conferencereport1957a
61 not bring them into the land which I had...,Joseph Fielding Smith,President Joseph Fielding Smith,President Joseph Fielding Smith,1957,April,https://archive.org/details/conferencereport1957a
Assistant to the Council of the Twelve Apostles Ipray humbly...,Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1957,April,https://archive.org/details/conferencereport1957a
63 of those who are given places of trust throughout...,Elray L. Christiansen,Elder Elray L. Christiansen,Elder Elray L. Christiansen,1957,April,https://archive.org/details/conferencereport1957a
"Of the First Council of the Seventy President McKay, and...",Antoine R. Ivins,Elder Antoine R. Ivins,Elder Antoine R. Ivins,1957,April,https://archive.org/details/conferencereport1957a
65 privilege of going about my daily duty. And come...,Antoine R. Wins,Elder Antoine R. Wins,Elder Antoine R. Wins,1957,April,https://archive.org/details/conferencereport1957a
"First Counselor in the Presiding Bishopric President McKay, President Richards,...",Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,Bishop Thorpe B. Isaacson,1957,April,https://archive.org/details/conferencereport1957a
Assistant to the Council of the Twelve Apostles President McKay...,John Longden,Elder John Longden,Elder John Longden,1957,April,https://archive.org/details/conferencereport1957a
71 thirteen years of age. At twelve he had been...,Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1957,April,https://archive.org/details/conferencereport1957a
Patriarch to the Church Ias the others who have preceded...,Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1957,April,https://archive.org/details/conferencereport1957a
"73 the Pope is inspired, or endowed with divine revelation...",Eldred G. Smith,Elder Eldred G. Smith,Elder Eldred G. Smith,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles My beloved brothers...,Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1957,April,https://archive.org/details/conferencereport1957a
"75 then, the Holy Priesthood, which is God's authority and...",Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1957,April,https://archive.org/details/conferencereport1957a
"77 ro serve by his stake president, bishop, or other...",Delbert L. Stapley,Elder Delbert L. Stapley,Elder Delbert L. Stapley,1957,April,https://archive.org/details/conferencereport1957a
Former president of the Central American Mission Second Day M'...,Gordon M. Romney,Elder Gordon M. Romney,Elder Gordon M. Romney,1957,April,https://archive.org/details/conferencereport1957a
81 which I discerned at a later date. So we...,Gordon M. Romney,Elder Gordon M. Romney,Elder Gordon M. Romney,1957,April,https://archive.org/details/conferencereport1957a
"83 her clothes. We thought that was unusual, but she...",D'Monte W. Coombs,Elder D'Monte W. Coombs,Elder D'Monte W. Coombs,1957,April,https://archive.org/details/conferencereport1957a
Former president of the Tongan Mission In the South Seas...,D'Monte W. Coombs,Elder D'Monte W. Coombs,Elder D'Monte W. Coombs,1957,April,https://archive.org/details/conferencereport1957a
85 most Tongans of what makes a good husband is...,D'Monte W. Coombs,Elder D'Monte W. Coombs,Elder D'Monte W. Coombs,1957,April,https://archive.org/details/conferencereport1957a
"Second Counselor in the First Presidency My brethren, I have...","J. Reuben Clark, Jr","President J. Reuben Clark, Jr","President J. Reuben Clark, Jr",1957,April,https://archive.org/details/conferencereport1957a
89 are in or going into transgression and to keep...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
First Counselor in the First Presidency I could wish that...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
91 so vast and so far-reaching as to defy almost...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
"95 Elder George S. Haslam, president of the North Davis...",Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
First Counselor in the First Presidency Ilay aside the beautiful...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
97 friends for whom he felt such responsibility. When he...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
99 good comes from them to countless of our Father's...,Stephen Richards,President Stephen Richards,President Stephen Richards,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles MY DEAR BRETHREN...,George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1957,April,https://archive.org/details/conferencereport1957a
101 it was explained to him that that represented the...,George Q. Morris,Elder George Q. Morris,Elder George Q. Morris,1957,April,https://archive.org/details/conferencereport1957a
Assistant to the Council of the Twelve Apostles 1 humbly...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1957,April,https://archive.org/details/conferencereport1957a
103 for the honor of attending the ceremony of the...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1957,April,https://archive.org/details/conferencereport1957a
105 Church bestows the priesthood upon all worthy male members...,Hugh B. Brown,Elder Hugh B. Brown,Elder Hugh B. Brown,1957,April,https://archive.org/details/conferencereport1957a
Assistant to the Council of the Twelve Apostles Each year...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1957,April,https://archive.org/details/conferencereport1957a
109 immediately flip up on his head. If you stood...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles Since we last...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1957,April,https://archive.org/details/conferencereport1957a
111 of it. It covers more than ten acres of...,Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1957,April,https://archive.org/details/conferencereport1957a
"113 ask with a sincere heart, with real intent, having...",Mark E. Petersen,Elder Mark E. Petersen,Elder Mark E. Petersen,1957,April,https://archive.org/details/conferencereport1957a
"Of the First Council of the Seventy President McKay, I...",Oscar A. Kirkham,Elder Oscar A. Kirkham,Elder Oscar A. Kirkham,1957,April,https://archive.org/details/conferencereport1957a
"115 One father, a nonmember of the Church, said, when...",Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles Four years have...,Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1957,April,https://archive.org/details/conferencereport1957a
"117 wonderful program. I have given you five, and with...",Adam S. Bennion,Elder Adam S. Bennion,Elder Adam S. Bennion,1957,April,https://archive.org/details/conferencereport1957a
Of the First Council of the Seventy I cannot remember...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1957,April,https://archive.org/details/conferencereport1957a
119 item which has recently been called to my attention...,S. Dilworth Young,Elder S. Dilworth Young,Elder S. Dilworth Young,1957,April,https://archive.org/details/conferencereport1957a
"Presiding Bishop of the Church President McKay, my beloved brethren...",Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,1957,April,https://archive.org/details/conferencereport1957a
"123 talked to us about the Prophet Joseph, there was...",Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,Bishop Joseph L. Wirthlin,1957,April,https://archive.org/details/conferencereport1957a
Of the First Council of the Seventy The Seventy are...,Marion D. Hanks,Elder Marion D. Hanks,Elder Marion D. Hanks,1957,April,https://archive.org/details/conferencereport1957a
"127 their way of life in the gospel, with all...",Marion D. Hanks,Elder Marion D. Hanks,Elder Marion D. Hanks,1957,April,https://archive.org/details/conferencereport1957a
Of the Council of the Twelve Apostles Fellow worshippers at...,Marion G. Romney,Elder Marion G. Romney,Elder Marion G. Romney,1957,April,https://archive.org/details/conferencereport1957a
"is only twenty-five hundred, or three thousand dollars. What would...",Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1958,April,https://archive.org/details/conferencereport1958a
Assistant to the Council of the Twelve Apostles Since the...,Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1958,April,https://archive.org/details/conferencereport1958a
"11 the confusion of tongues at Babel, back to this...",Sterling W. Sill,Elder Sterling W. Sill,Elder Sterling W. Sill,1958,April,https://archive.org/details/conferencereport1958a
13 That we may always remember the source of our...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1958,April,https://archive.org/details/conferencereport1958a
Of the Council of the Twelve Apostles My beloved brothers...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1958,April,https://archive.org/details/conferencereport1958a
15 is postulating again the necessary requirements: Except a man...,Spencer W. Kimball,Elder Spencer W. Kimball,Elder Spencer W. Kimball,1958,April,https://archive.org/details/conferencereport1958a
17 mands of Christ's Church? Are you so influential as...,John Longden,Elder John Longden,Elder John Longden,1958,April,https://archive.org/details/conferencereport1958a
